NO,共通ID,施設・場所名,住所,指定緊急避難場所との住所同一,その他市町村長が必要と認める事項,受入対象者,緯度,経度,備考
554,E2944900022111,神納川地区生活改善センター,奈良県十津川村大字五百瀬94-1,,,,34.034121753146,135.69508113171,
555,E2944900023111,旧五百瀬小学校,奈良県十津川村大字五百瀬95,,,,34.034704011634,135.69507938335,
556,E2944900024111,旧西川中学校,奈良県十津川村大字重里465,,,,33.961639309043,135.73778749586,
557,E2944900025111,重里地区生活改善センター,奈良県十津川村大字重里487,,,,33.962019242191,135.73814179416,
558,E2944900026111,旧西川第二小学校,奈良県十津川村大字出谷416-2,,,,33.924862840402,135.71461997256,
559,E2944900027111,十津川中学校,奈良県十津川村大字小原460,,,,33.987148943336,135.79673568043,
560,E2944900028111,十津川第一小学校,奈良県十津川村大字小原707,,,,33.983871290028,135.79073814955,
561,E2944900029111,小原保育所,奈良県十津川村大字小原707-5,,,,33.983328614197,135.79067914095,
562,E2944900030111,上野地保育所,奈良県十津川村大字上野地215,,,,34.099197306548,135.76053713184,
563,E2944900031111,上野地地区交流施設,奈良県十津川村大字上野地220,,,,34.099779305005,135.75953455653,
564,E2944900032111,北部保健センター,奈良県十津川村大字上野地252,,,,34.09918991962,135.76195154833,
565,E2944900033111,村民ひろば,奈良県十津川村大字折立171-2,,,,33.949179343329,135.80225731852,
566,E2944900034111,花園保育所,奈良県十津川村大字風屋1969,,,,34.049835032121,135.78743427156,
567,E2944900035111,北部老人憩いの家,奈良県十津川村大字風屋546-2,,,,34.043306192373,135.78131558931,
568,E2944900036111,十津川第二小学校,奈良県十津川村大字平谷256,,,,33.939645833155,135.77103397576,
569,E2945100001111,上北山旧小学校,奈良県上北山村大字河合107,1,,,34.135943895769,136.00035538346,
570,E2945100002111,景徳寺,奈良県上北山村大字河合136,,,,34.134830213664,136.00041100231,
571,E2945100004111,上北山村民総合会館,奈良県上北山村大字河合278-1,,,,34.134689276615,135.99937900797,
572,E2945100005111,ワースリビングかみきた,奈良県上北山村大字河合381,,,,34.132488328714,136.00206836124,
573,E2945100006111,渡瀬コミュニティーセンター,奈良県上北山村大字河合497-43,,,,34.130832671611,135.99853385731,
574,E2945100007111,上北山小中学校体育館,奈良県上北山村大字河合564,,,,34.149849313497,135.99207425745,
575,E2945100008111,瀧川寺,奈良県上北山村大字小橡228,,,,34.145149238913,136.012778747,
576,E2945100009111,上北山村青年研修所,奈良県上北山村大字小橡242,,,,34.144037021468,136.0135230519,
577,E2945100010111,郷土文化伝承施設,奈良県上北山村大字小橡721-20,,,,34.150753230883,136.01468756724,
578,E2945100012111,宝泉寺,奈良県上北山村大字西原285,,,,34.180805027676,136.00223151993,
579,E2945100013111,健康増進施設,奈良県上北山村大字西原351-2,,,,34.18078246308,136.00420954665,
580,E2945100014111,ふるさとふれあい会館,奈良県上北山村大字西原356-2,,,,34.180698144514,136.00403252086,
581,E2945100016111,白川公民館,奈良県上北山村大字白川214-61,,,,34.105223842203,135.99579140474,
582,E2942400002111,ゆりが丘コミュニティセンター,奈良県上牧町ゆりが丘1-7-20,1,,,34.572097254133,135.71949564306,
583,E2942400003111,県立西和養護学校体育館,奈良県上牧町下牧1010,,,,34.572130386044,135.72140708134,
584,E2942400004111,下牧文化会館,奈良県上牧町下牧2-9-22,1,,,34.576164411804,135.71360506497,
585,E2942400005111,葛城台公民館,奈良県上牧町葛城台3-1-2,1,,,34.556952069252,135.722317772,
586,E2942400011111,桜ケ丘老人憩の家,奈良県上牧町桜ケ丘3-34-3,,,,34.575051770911,135.72070821427,
587,E2942400006111,桜ヶ丘公民館,奈良県上牧町桜ヶ丘2-15,,,,34.573670859095,135.72696946235,
588,E2942400008111,上牧第二町民体育館,奈良県上牧町桜ヶ丘3-12,,,,34.5742279991,135.720177,
589,E2942400012111,松里園公民館,奈良県上牧町松里園1-11-11,1,,,34.551348868731,135.71078749119,
590,E2942400013111,松里園消防コミュニティセンター,奈良県上牧町松里園3-11-4,1,,,34.54907379143,135.70966950489,
591,E2942400017111,梅が丘老人憩の家,奈良県上牧町大字下牧22-22,,,,34.57092578625,135.70463039361,
592,E2942400018111,上牧第二中学校体育館,奈良県上牧町大字下牧35,1,,,34.571177565856,135.70614852391,
593,E2942400020111,南上牧公民館,奈良県上牧町大字上牧1,1,,,34.55571696127,135.70815464387,
594,E2942400021111,五軒屋老人憩の家,奈良県上牧町大字上牧1546-5,1,,,34.554050366077,135.71966091167,
595,E2942400022111,上牧第一町民体育館,奈良県上牧町大字上牧1750,1,,,34.559347766363,135.715963964,
596,E2942400023111,上牧小学校体育館,奈良県上牧町大字上牧1866,,,,34.561795262781,135.71777374339,
597,E2942400024111,新町第１公民館,奈良県上牧町大字上牧2546,1,,,34.566953483552,135.72662117439,
598,E2942400025111,新町老人憩の家,奈良県上牧町大字上牧2622-1,1,,,34.567939136907,135.72702319222,
599,E2942400026111,三軒屋公民館,奈良県上牧町大字上牧3025,,,,34.5636401594,135.72019539462,
600,E2942400028111,上牧第三小学校体育館,奈良県上牧町大字上牧3100,1,,,34.570604277697,135.72089361903,
601,E2942400029111,上牧町文化センター,奈良県上牧町大字上牧3241,1,,,34.567880410858,135.7169220346,
602,E2942400031111,上牧中学校体育館,奈良県上牧町大字上牧3349,,,,34.562027512495,135.71601753516,
603,E2942400033111,第２集会所,奈良県上牧町大字上牧3719-16,1,,,34.566540953437,135.7082020757,
604,E2942400034111,北上牧公民館（第１集会所）,奈良県上牧町大字上牧3764,1,,,34.564112740076,135.70532907478,
605,E2942400035111,上牧町立文化館,奈良県上牧町大字上牧3892,1,,,34.561753671741,135.70837185933,
606,E2942400037111,滝川台公民館,奈良県上牧町滝川台1-10-12,1,,,34.569345267165,135.71737301018,
607,E2942400038111,服部老人憩の家,奈良県上牧町服部台1-3-41,1,,,34.568807542791,135.71449753872,
608,E2942400039111,米山台老人憩の家,奈良県上牧町米山台1-1-1,1,,,34.560521641374,135.71512131304,
609,E2942400040111,米山台公民館,奈良県上牧町米山台5-6-1,1,,,34.563249458204,135.71515573744,
610,E2942400041111,片岡台１丁目公民館,奈良県上牧町片岡台1-5,1,,,34.581303100926,135.71510740924,
611,E2942400042111,片岡台２丁目公民館,奈良県上牧町片岡台2-10,1,,,34.578952991093,135.71820211564,
612,E2942400043112,片岡台３丁目コミュニティセンター,奈良県上牧町片岡台3-1,1,,,34.578748825753,135.71494807318,
613,E2942400043111,片岡台老人憩の家,奈良県上牧町片岡台3-1,1,,,34.5785641395,135.714696131,
614,E2942400044111,上牧第二小学校体育館,奈良県上牧町片岡台3-2,1,,,34.575470161309,135.71504101727,
615,E2942400045111,友が丘公民館,奈良県上牧町友が丘1-10-15,1,,,34.572321,135.713492,
616,E2942400047111,緑ケ丘公民館,奈良県上牧町緑ケ丘1-8-7,,,,34.569077868066,135.7095048115,
617,E2920900001111,あすか野小学校,奈良県生駒市あすか野南2-5-1,1,,,34.709957277728,135.71664081713,
618,E2920900002111,壱分小学校,奈良県生駒市壱分町356-1,1,,,34.672093061075,135.71523168411,
619,E2920900003111,コミュニティセンター,奈良県生駒市元町1-6-12,1,,,34.692038015992,135.69868998124,
620,E2920900004111,生駒北スポーツセンター,奈良県生駒市高山町166-2,1,,,34.770416167464,135.7105461913,
621,E2920900005111,生駒北小中学校,奈良県生駒市高山町6794,1,,,34.739251487858,135.72131905715,
622,E2920900006111,桜ヶ丘小学校,奈良県生駒市桜ケ丘7-15,1,,,34.698528446019,135.70515083974,
623,E2920900007111,生駒小学校,奈良県生駒市山崎町4-44,1,,,34.691159804085,135.70614106353,
624,E2920900008111,鹿ノ台小学校,奈良県生駒市鹿ノ台西1-5-2,1,,,34.734863155985,135.74643482299,
625,E2920900009111,鹿ノ台中学校,奈良県生駒市鹿ノ台南2-16,1,,,34.733551502004,135.74786338812,
626,E2920900010111,鹿ノ台ふれあいホール,奈良県生駒市鹿ノ台南2-3-3,1,,,34.733921051164,135.74907828435,
627,E2920900011111,南コミュニティセンターせせらぎ,奈良県生駒市小瀬町18,1,,,34.666216919772,135.70682684134,
628,E2920900012111,大瀬中学校,奈良県生駒市小瀬町911-1,1,,,34.665745356764,135.71788656402,
629,E2920900014111,小平尾南体育館,奈良県生駒市小平尾町1629,1,,,34.658094,135.703386,
630,E2920900015111,井出山体育館,奈良県生駒市小平尾町1766-1,1,,,34.652945199293,135.70709899415,
631,E2920900016111,生駒南第二小学校,奈良県生駒市小平尾町927,1,,,34.65438067435,135.70778643389,
632,E2920900017111,総合公園体育館,奈良県生駒市小明町1807-1,1,,,34.711707587227,135.71068509269,
633,E2920900018111,光明中学校,奈良県生駒市小明町55,1,,,34.712330978682,135.70814002528,
634,E2920900019111,北コミュニティセンターＩＳＴＡはばたき,奈良県生駒市上町1543,1,,,34.718474429382,135.72250928164,
635,E2920900020111,上中学校,奈良県生駒市上町3000,1,,,34.724679641366,135.71642512322,
636,E2920900021111,生駒台小学校,奈良県生駒市新生駒台1-33,1,,,34.709604093437,135.70227497153,
637,E2920900022111,真弓小学校,奈良県生駒市真弓1-11-15,1,,,34.720238180186,135.72603480951,
638,E2920900025111,生駒中学校,奈良県生駒市西松ケ丘9-19,1,,,34.699018663932,135.69374497975,
639,E2920900026111,図書会館,奈良県生駒市辻町238,1,,,34.696377977718,135.70854262237,
640,E2920900027111,生駒東小学校,奈良県生駒市東生駒4-398-110,1,,,34.680508955603,135.71559347116,
641,E2920900028111,生駒南小学校,奈良県生駒市萩原町335,1,,,34.665554999946,135.7058542459,
642,E2920900029111,むかいやま公園体育館,奈良県生駒市萩原町673,1,,,34.663209655076,135.69706376837,
643,E2920900030111,生駒南中学校,奈良県生駒市萩原町90,1,,,34.667315313171,135.70601028522,
644,E2920900031111,俵口小学校,奈良県生駒市俵口町614-1,1,,,34.705711835653,135.68888708421,
645,E2920900032111,たけまるホール,奈良県生駒市北新町9-28,1,,,34.693954442848,135.69668412331,
646,E2920900033111,北大和体育館,奈良県生駒市北大和3-5077,1,,,34.72143698132,135.73514676568,
647,E2920900034111,市民体育館,奈良県生駒市門前町9-20,1,,,34.687782929066,135.69027134004,
648,E2920900035111,緑ヶ丘中学校,奈良県生駒市緑ケ丘2232,1,,,34.683462377126,135.69878568648,
649,E2945200001111,上多古公民館,奈良県川上村上多古390,,,,34.290097578379,135.99479864838,
650,E2945200002111,井戸公民館,奈良県川上村大字井戸212-2,,,,34.317799321246,135.9755622501,
651,E2945200003111,井光公民館,奈良県川上村大字井光98,,,,34.324231020986,136.00372779058,
652,E2945200004111,下多古公民館,奈良県川上村大字下多古847,,,,34.302763117954,135.98602770216,
653,E2945200005111,高原多目的集会所,奈良県川上村大字高原461,,,,34.322828248418,135.94949273147,
654,E2945200006111,寺尾公民館,奈良県川上村大字寺尾536-1,,,,34.347066329394,135.94546379577,
655,E2945200007111,上谷公民館,奈良県川上村大字上谷140-2,,,,34.272097384796,135.99252968418,
656,E2945200008111,神之谷公民館,奈良県川上村大字神之谷212,,,,34.285785696895,136.00730156232,
657,E2945200009111,川上中学校,奈良県川上村大字人知270,1,,,34.330023532455,135.9708321703,
658,E2945200010111,コミュニティセンター,奈良県川上村大字人知312-3,1,,,34.322420954723,135.97002157877,
659,E2945200011111,人知公民館,奈良県川上村大字人知43-21,,,,34.331936297424,135.9677629253,
660,E2945200012111,川上小学校,奈良県川上村大字西河105-1,1,,,34.359656154737,135.92422373859,
661,E2945200013111,西河公民館,奈良県川上村大字西河570,,,,34.361967740691,135.91953255502,
662,E2945200014111,大滝生活改善センター,奈良県川上村大字大滝154,,,,34.355853831701,135.92336024587,
663,E2945200015111,白屋公民館,奈良県川上村大字大滝944,,,,34.349146998093,135.93815188842,
664,E2945200016111,大迫公民館,奈良県川上村大字大迫57-1,,,,34.272961588843,136.00454516699,
665,E2945200017111,枌尾公民館,奈良県川上村大字中奥191,,,,34.301930582143,136.01589229701,
666,E2945200018111,中奥公民館,奈良県川上村大字中奥948-1,,,,34.311764690169,136.03053286023,
667,E2945200019111,東川公民館,奈良県川上村大字東川785-1,1,,,34.371302002316,135.94428666203,
668,E2945200020111,入之波公民館,奈良県川上村大字入之波292-14,,,,34.262131220583,136.0372018059,
669,E2945200021111,伯母谷公民館,奈良県川上村大字伯母谷11,,,,34.265457890022,136.00308837191,
670,E2945200022111,柏木生活改善センター,奈良県川上村大字柏木126-5,,,,34.28695312124,136.00234147147,
671,E2945200023111,白川渡公民館,奈良県川上村大字白川渡149,,,,34.302902560449,135.99932643426,
672,E2945200024111,瀬戸生活改善センター,奈良県川上村大字白川渡269,,,,34.301313362841,136.00128385619,
673,E2945200025111,迫公民館,奈良県川上村大字迫1334-39,,,,34.338436184568,135.95255678003,
674,E2945200026121,川上総合センターやまぶきホール,奈良県川上村大字迫1374-2,1,,高齢者,34.333556765497,135.95848290506,
675,E2945200028111,宮の平公民館,奈良県川上村大字迫597-2,,,,34.334290912607,135.9578836175,
676,E2945200029111,武木公民館,奈良県川上村大字武木593-1,,,,34.320382199786,135.98929021746,
677,E2945200030111,北塩谷公民館,奈良県川上村大字北塩谷235-13,,,,34.346383115727,135.95507753835,
678,E2945200031111,旧川上東小学校,奈良県川上村大字北和田134,1,,,34.292513328527,136.00324996144,
679,E2945200032111,北和田公民館,奈良県川上村大字北和田175,,,,34.292070539145,136.00066613059,
680,E2945200033111,ふれあいセンター,奈良県川上村大字北和田312,1,,,34.294933394205,136.0039353729,
681,E2936100001111,下永体育館,奈良県川西町大字下永1248-1,1,,,34.588595329127,135.79427292285,
682,E2936100002111,川西町中央体育館,奈良県川西町大字結崎1287-1,1,,,34.587037552693,135.77394541085,
683,E2936100003111,保健センター,奈良県川西町大字結崎217-1,1,,,34.583573658576,135.77506008947,
684,E2936100007111,川西小学校,奈良県川西町大字結崎255,1,,,34.584377,135.776962,
685,E2936100005111,ふれあいセンター,奈良県川西町大字唐院122,1,,,34.581266143909,135.7599908429,
686,E2936100006111,梅戸体育館,奈良県川西町大字唐院556,1,,,34.585062823913,135.76604043095,
687,E2938500001111,曽爾村すすき福祉作業所,奈良県曽爾村大字伊賀見2881-1,1,,,34.52960234963,136.14106088037,
688,E2938500002111,伊賀見集落センター,奈良県曽爾村大字伊賀見379,1,,,34.533674656235,136.1437209926,
689,E2938500003111,旧下曽爾小学校体育館,奈良県曽爾村大字伊賀見39,1,,,34.528354674344,136.14265109639,
690,E2938500004111,塩井集落センター,奈良県曽爾村大字塩井908-1,1,,,34.506852066151,136.12797721841,
691,E2938500005111,老人福祉センター,奈良県曽爾村大字塩井991-1,1,,,34.508697372102,136.12695024192,
692,E2938500006111,掛農業集会所,奈良県曽爾村大字掛650,1,,,34.499257441797,136.11372630485,
693,E2938500007111,葛集落センター,奈良県曽爾村大字葛800-1,1,,,34.523322550034,136.13580128519,
694,E2938500008111,曽爾村防災センター,奈良県曽爾村大字今井513-12,1,,,34.510911639454,136.12452614089,
695,E2938500009111,曽爾村振興センター,奈良県曽爾村大字今井513-8,1,,,34.510890198193,136.12485298736,
696,E2938500010111,今井集落センター,奈良県曽爾村大字今井754,1,,,34.513661822867,136.12659171669,
697,E2938500011111,曽爾村児童館,奈良県曽爾村大字山粕1286,1,,,34.489026780182,136.09631356103,
698,E2938500012111,曽爾ふれあいセンター,奈良県曽爾村大字山粕1665,1,,,34.4893207565335,136.099947314037,
699,E2938500013111,小長尾公民館,奈良県曽爾村大字小長尾249-2,1,,,34.509806504442,136.11611429994,
700,E2938500014111,曽爾小中学校体育館,奈良県曽爾村大字小長尾900,1,,,34.512515994962,136.12120671613,
701,E2938500015111,曽爾青少年自然の家,奈良県曽爾村大字太良路1170,1,,,34.522948800782,136.16214289809,
702,E2938600016112,国立曽爾少年自然の家（プレイホール及びクラフトホール）,奈良県曽爾村大字太良路1170,1,,,34.522929,136.162288,
703,E2938500016111,太良路公民館,奈良県曽爾村大字太良路633,1,,,34.524062939503,136.13980754219,
704,E2938500017111,ファームガーデン,奈良県曽爾村大字太良路839,1,,,34.523773148093,136.1502149921,
705,E2938500018111,長野公民館,奈良県曽爾村大字長野1285-3,1,,,34.506346603456,136.11583365652,
706,E2938500019111,曽爾保育園,奈良県曽爾村大字長野140-1,1,,,34.505961523684,136.11665398314,
707,E2938500020111,旧曽爾小学校体育館,奈良県曽爾村大字長野62,1,,,34.506982411907,136.11713710204,
708,E2944200001111,道の駅吉野路大淀ｉセンター,奈良県大淀町芦原536-1,1,,,34.412259618743,135.79694580277,
709,E2944200002111,奥越部老人憩いの家,奈良県大淀町越部548-2,1,,,34.403766,135.806917,
710,E2944200003111,桜ヶ丘総合センター,奈良県大淀町下渕1223,1,,,34.388282635958,135.78756376045,
711,E2944200004111,公民館香梨台分館,奈良県大淀町下渕1640-127,1,,,34.392781390019,135.77425855046,
712,E2944200005111,西町五丁目コミュニティセンター,奈良県大淀町下渕370-2,1,,,34.383293086327,135.78369536778,
713,E2944200006111,県立大淀養護学校体育館,奈良県大淀町下渕414-1,1,,,34.386229241622,135.77614167827,
714,E2944200008111,公民館車坂分館,奈良県大淀町下渕626-22,,,,34.389899780633,135.77971795285,
715,E2944200009111,公民館西町四丁目分館,奈良県大淀町下渕816,1,,,34.385407940015,135.78613789366,
716,E2944200010111,桜ヶ丘小学校,奈良県大淀町下渕959,1,,,34.384225010602,135.79189978965,
717,E2944200011111,西部幼稚園,奈良県大淀町今木779-4,1,,,34.403402080367,135.76400810884,
718,E2944200013111,佐名伝公民館,奈良県大淀町佐名伝303,1,,,34.380956051824,135.76942363969,
719,E2944200014111,増口コミュニティセンター,奈良県大淀町増口14,1,,,34.394737705057,135.841288628,
720,E2944200015111,公民館大岩分館,奈良県大淀町大岩589,1,,,34.416458,135.763878,
721,E2944200036111,奈良県立奈良南高等学校　大淀学舎,奈良県大淀町大字下渕983,1,,,34.383896,135.790691,
722,E2944200016111,東部幼稚園,奈良県大淀町中増61-2,1,,,34.40268726,135.8431886,
723,E2944200017111,緑ヶ丘小学校,奈良県大淀町土田365,1,,,34.390948705657,135.80016711009,
724,E2944200018111,公民館南大和分館,奈良県大淀町土田507-59,1,,,34.393843926822,135.80106741639,
725,E2944200019111,公民館南大和北分館,奈良県大淀町土田507-851,1,,,34.401624304511,135.80328024205,
726,E2944200021111,公民館馬佐分館,奈良県大淀町馬佐664,,,,34.400857869868,135.81763463071,
727,E2944200022111,旭ヶ丘総合センター,奈良県大淀町比曽327-1,1,,,34.398369827494,135.83301567787,
728,E2944200023111,公民館吉野平分館,奈良県大淀町桧垣本1010-326,1,,,34.395347972573,135.7920218014,
729,E2944200024111,大淀中学校,奈良県大淀町桧垣本1581,1,,,34.3861640606,135.79342862532,
730,E2944200025111,町文化会館,奈良県大淀町桧垣本2090,1,,,34.389636096227,135.78958546624,
731,E2944200026111,高見台コミュニティセンター,奈良県大淀町桧垣本2245-144,1,,,34.396353470498,135.7794437077,
732,E2944200027111,平畑体育館,奈良県大淀町桧垣本2445-19,1,,,34.396860734027,135.78719301566,
733,E2944200029111,金吾町北郷コミュニティセンター,奈良県大淀町桧垣本587,1,,,34.403361228594,135.79672340233,
734,E2944200030111,公民館花吉野ガーデンヒルズ分館,奈良県大淀町福神2-89,1,,,34.392745571472,135.74597407134,
735,E2944200031111,公民館花吉野ガーデンヒルズ第２分館,奈良県大淀町福神4-120,1,,,34.397872197666,135.74413784944,
736,E2944200032111,鉾立コミュニティセンター,奈良県大淀町鉾立207-1,1,,,34.417509208549,135.77522349035,
737,E2944200033111,希望ヶ丘小学校,奈良県大淀町北野54-1,1,,,34.397652891513,135.82004410249,
738,E2944200034111,矢走老人憩いの家,奈良県大淀町矢走550-1,1,,,34.408301155417,135.78851080443,
739,E2944200035111,薬水コミュニティセンター,奈良県大淀町薬水340-1,1,,,34.401406055399,135.74562076573,
740,E2920300041112,大和郡山市立治道小学校,奈良県大和郡山市横田町254,1,,,34.623903,135.805883,
741,E2920300041111,大和郡山市立治道認定こども園,奈良県大和郡山市横田町254,1,,,34.623691,135.805797,
742,E2920300042111,大和郡山市立治道地区公民館,奈良県大和郡山市横田町261-1,1,,,34.623444,135.806613,
743,E2920300043112,大和郡山市立昭和小学校,奈良県大和郡山市額田部北町555,1,,,34.608282,135.780038,
744,E2920300044111,大和郡山市額田部運動公園施設,奈良県大和郡山市額田部北町642,1,,,34.606358,135.775942,
745,E2920300045111,大和郡山市民交流館,奈良県大和郡山市高田町92-16,1,,,34.647508,135.790584,
746,E2920300046111,大和郡山市立矢田南幼稚園,奈良県大和郡山市山田町82,1,,,34.630683,135.745136,
747,E2920300047111,大和郡山市立矢田南小学校,奈良県大和郡山市山田町83,1,,,34.631487,135.743671,
748,E2920300048111,大和郡山市立郡山東中学校,奈良県大和郡山市若槻町134-2,1,,,34.63568,135.797558,
749,E2920300049111,大和郡山市立平和地区公民館,奈良県大和郡山市若槻町4-4,1,,,34.639352,135.800605,
750,E2920300050111,大和郡山市立片桐地区公民館,奈良県大和郡山市小泉町105-1,1,,,34.62945,135.76343,
751,E2920300051111,大和郡山市立片桐西小学校,奈良県大和郡山市小泉町1618,1,,,34.630542,135.75593,
752,E2920300052111,大和郡山市立片桐西幼稚園,奈良県大和郡山市小泉町1658,1,,,34.630489,135.755222,
753,E2920300053111,大和郡山市立片桐中学校,奈良県大和郡山市小泉町173-1,1,,,34.628441,135.761073,
754,E2920300039121,大和郡山市老人福祉センター,奈良県大和郡山市植槻町3-11,1,,要配慮者,34.653898,135.779705,
755,E2920300040121,大和郡山市社会福祉会館,奈良県大和郡山市植槻町3-8,1,,要配慮者,34.65352902,135.7799317,
756,E2920300054111,大和郡山市立筒井幼稚園,奈良県大和郡山市丹後庄町177-3,1,,,34.62611,135.783095,
757,E2920300075121,奈良県立盲学校,奈良県大和郡山市丹後庄町222-1,1,,,34.625168,135.787003,
758,E2920300076121,奈良県立ろう学校,奈良県大和郡山市丹後庄町456,1,,,34.625168,135.787003,
759,E2920300055111,大和郡山市立片桐小学校,奈良県大和郡山市池ノ内町117,1,,,34.6301,135.764985,
760,E2920300056111,大和郡山市立片桐幼稚園,奈良県大和郡山市池之内町167,1,,,34.629235,135.764942,
761,E2920300057111,大和郡山市立郡山西小学校,奈良県大和郡山市田中町632,1,,,34.648496,135.770135,
762,E2920300058111,大和郡山市立郡山西幼稚園,奈良県大和郡山市田中町723,1,,,34.647931,135.769427,
763,E2920300059111,大和郡山市立郡山西中学校,奈良県大和郡山市田中町767,1,,,34.643783,135.764577,
764,E2920300060111,大和郡山市立筒井小学校,奈良県大和郡山市筒井町120,1,,,34.627062,135.781855,
765,E2920300061111,大和郡山市立郡山南中学校,奈良県大和郡山市筒井町398,1,,,34.623691,135.778653,
766,E2920300062111,大和郡山市立南部公民館,奈良県大和郡山市筒井町600-4,1,,,34.620601,135.779426,
767,E2920300063111,大和郡山市立中央公民館,奈良県大和郡山市南郡山町529-1,1,,,34.648267,135.782258,
768,E2920300064111,大和郡山市立昭和地区公民館,奈良県大和郡山市馬司町331-56,1,,,34.610002,135.781074,
769,E2920300065111,大和郡山市立平和小学校,奈良県大和郡山市美濃庄町262,1,,,34.639493,135.805111,
770,E2920300066111,大和郡山市立平和認定こども園,奈良県大和郡山市美濃庄町533,1,,,34.640874,135.80719,
771,E2920300067111,大和郡山市立郡山北幼稚園,奈良県大和郡山市北郡山町115,1,,,34.654586,135.786271,
772,E2920300067112,大和郡山市立郡山北小学校,奈良県大和郡山市北郡山町115,1,,,34.653756,135.786872,
773,E2920300068111,やまと郡山城ホール,奈良県大和郡山市北郡山町211-3,1,,,34.652309,135.782366,
774,E2920300069111,大和郡山市総合公園多目的体育館,奈良県大和郡山市矢田山町2,1,,,34.64626,135.745885,
775,E2920300070111,大和郡山市矢田コミュニティ会館,奈良県大和郡山市矢田町4547,1,,,34.647921,135.746952,
776,E2920300071111,大和郡山市立矢田認定こども園,奈良県大和郡山市矢田町774,1,,,34.648231,135.754763,
777,E2920300072111,大和郡山市立矢田小学校,奈良県大和郡山市矢田町966-2,1,,,34.651956,135.749106,
778,E2920300073111,大和郡山市立郡山中学校,奈良県大和郡山市柳町404,1,,,34.654339,135.771508,
779,E2920300074111,大和郡山市立郡山南幼稚園,奈良県大和郡山市柳町85,1,,,34.645548,135.786164,
780,E2920300074112,大和郡山市立郡山南小学校,奈良県大和郡山市柳町85,1,,,34.645672,135.787129,
781,E2920200001111,片塩小学校,奈良県大和高田市旭北町2-1,1,,,34.511951769736,135.74747520702,
782,E2920200002111,武道館,奈良県大和高田市幸町11-14,1,,,34.517772717066,135.7476210655,
783,E2920200003111,市立高田商業高等学校,奈良県大和高田市材木町8-3,1,,,34.518047893744,135.75575272179,
784,E2920200004111,浮孔西小学校,奈良県大和高田市曽大根1-5-1,1,,,34.499259466561,135.73936621089,
785,E2920200005111,菅原校区公民館,奈良県大和高田市大字吉井77-1,1,,,34.486242695705,135.75605815293,
786,E2920200006111,菅原小学校,奈良県大和高田市大字根成柿436,1,,,34.482871911777,135.75837401467,
787,E2920200007111,総合公園コミュニティプール,奈良県大和高田市大字西坊城414,1,,,34.491317188943,135.74754141093,
788,E2920200008111,葛城コミュニティセンター,奈良県大和高田市大字曽大根783-1,1,,,34.495769576086,135.74370647655,
789,E2920200009111,陵西小学校,奈良県大和高田市大字池田3,1,,,34.519208178797,135.72461147317,
790,E2920200010111,高田西中学校,奈良県大和高田市大字池田330,1,,,34.516620948942,135.72938293983,
791,E2920200011111,総合福祉会館（ゆうゆうセンター）,奈良県大和高田市大字池田418-1,1,,,34.519392896673,135.73154976116,
792,E2920200012111,勤労青少年ホーム,奈良県大和高田市大字野口20-1,1,,,34.517116552985,135.71753485804,
793,E2920200013111,磐園小学校,奈良県大和高田市大字有井1,1,,,34.518524013432,135.73901766591,
794,E2920200014111,高田小学校,奈良県大和高田市大中東町5-15,1,,,34.513151984129,135.74023290977,
795,E2920200015111,高田中学校,奈良県大和高田市大中東町5-48,1,,,34.513316753913,135.73891757153,
796,E2920200016111,浮孔小学校,奈良県大和高田市中三倉堂2-5-43,1,,,34.502168458787,135.74578741832,
797,E2920200017111,片塩中学校,奈良県大和高田市中三倉堂2-9-28,1,,,34.501069784667,135.74612730893,
798,E2920200018111,土庫小学校,奈良県大和高田市土庫3-2-61,1,,,34.521197939067,135.75586367719,
799,E2921100074111,奈良県文化高等学校リズム館,奈良県大和高田市東中127,,,,34.500234308708,135.72894918131,
800,E2920200019111,文化会館（さざんかホール）,奈良県大和高田市本郷町6-36,1,,,34.513734448574,135.74415423717,
801,E2920200020111,県立高田高等学校,奈良県大和高田市礒野東町6-6,1,,,34.509046955601,135.73963976206,
802,E2944600010111,天川村山村開発センター,奈良県天川村大字沢谷60,,,,34.2418258482,135.855703459,
803,E2944600011121,天川小中学校,奈良県天川村大字沢谷92,,,要配慮者,34.240262451,135.854179975859,
804,E2944600011111,天川小中学校,奈良県天川村大字沢谷92,,,,34.240118604608,135.854247192746,
805,E2944600012111,天川村立体育館,奈良県天川村大字洞川400,,,,34.2695919865,135.884425246,
806,E2944600013111,ほほえみポート天川,奈良県天川村大字南日裏200,,,,34.2277311191,135.8410558,
807,E2944600013121,ほほえみポート天川,奈良県天川村大字南日裏200,,,要配慮者,34.227850241718,135.841197585646,
808,E2944600014111,ふるさとセンターつどい,奈良県天川村大字籠山100,,,,34.194651900478,135.80253472192,
809,E2920400001111,奈良県立二階堂養護学校,奈良県天理市庵治町358-1,1,,,34.578338505882,135.7964789562,
810,E2920400002111,天理市立式上公民館,奈良県天理市遠田町45-9,1,,,34.558562114853,135.82540758179,
811,E2920400003111,天理市立嘉幡保育所,奈良県天理市嘉幡町425,1,,,34.588656012207,135.79706330533,
812,E2920400004111,天理市立二階堂体育館,奈良県天理市嘉幡町520,1,,,34.591652303352,135.7962553175,
