NO,共通ID,施設・場所名,住所,指定緊急避難場所との住所同一,その他市町村長が必要と認める事項,受入対象者,緯度,経度,備考
813,E2920400004112,天理市立二階堂公民館,奈良県天理市嘉幡町520,1,,,34.591391753554,135.79627677517,
814,E2920400005121,特別養護老人ホームひびきの郷,奈良県天理市岸田町1199,,,要配慮者,34.566201505096,135.82429234755,
815,E2920400006111,天理市立丹波市南こども園,奈良県天理市勾田町92,1,,,34.589796505218,135.8381876704,
816,E2920400007111,奈良県立二階堂高等学校,奈良県天理市荒蒔町100-1,1,,,34.600052112004,135.80516024228,
817,E2920400008111,天理市立三島体育館,奈良県天理市三島町140-1,1,,,34.603489692411,135.83691649625,
818,E2920400008112,天理市立山の辺幼稚園,奈良県天理市三島町140-1,1,,,34.60378552784,135.83735637853,
819,E2920400009111,天理市立朝和公民館,奈良県天理市三昧田町460-3,1,,,34.575331579931,135.84081005765,
820,E2920400010111,天理市立やまだこども園,奈良県天理市山田町1560,1,,,34.627531054125,135.93782211342,
821,E2920400011111,天理市立前栽こども園,奈良県天理市杉本町243-1,1,,,34.603395870639,135.81652009895,
822,E2920400012111,天理市立前栽公民館,奈良県天理市杉本町351-3,1,,,34.598978040736,135.81689949171,
823,E2920400013111,天理市立朝和幼稚園,奈良県天理市成願寺町386,1,,,34.571071006398,135.84275755279,
824,E2920400014111,天理市立朝和小学校,奈良県天理市成願寺町420,1,,,34.572138545118,135.84229424766,
825,E2920400015111,天理市立井戸堂公民館,奈良県天理市西井戸堂町122-4,1,,,34.581977266907,135.81710200577,
826,E2920400016111,天理市立井戸堂小学校,奈良県天理市西井戸堂町301,1,,,34.587192139177,135.81469461331,
827,E2920400017111,天理市立井戸堂幼稚園,奈良県天理市西井戸堂町406,1,,,34.587739108358,135.81446507853,
828,E2920400018111,天理市立総合体育館,奈良県天理市西長柄町595,1,,,34.575613625583,135.82028878538,
829,E2920400020111,天理市立北中学校,奈良県天理市石上町777,1,,,34.612931319358,135.83600314787,
830,E2920400021111,天理市民会館,奈良県天理市川原城町739,1,,,34.598041983032,135.83261744479,
831,E2920400023111,天理市立前栽小学校,奈良県天理市前栽町329,1,,,34.598491696093,135.8188293545,
832,E2920400025111,天理市立丹波市小学校,奈良県天理市丹波市町180,1,,,34.594776755673,135.83021140135,
833,E2920400026111,天理市立丹波市公民館,奈良県天理市丹波市町285-2,1,,,34.596205255034,135.83410773306,
834,E2920400027121,介護老人福祉施設清寿苑,奈良県天理市中之庄町532-1,,,要配慮者,34.636509794892,135.84270624979,
835,E2920400028111,天理市立中央保育所,奈良県天理市田部町553,1,,,34.603102435621,135.8293938719,
836,E2920400029111,天理市立西中学校,奈良県天理市二階堂上ノ庄町210-1,1,,,34.599990292954,135.80315931436,
837,E2920400030111,天理市立二階堂幼稚園,奈良県天理市二階堂南菅田町38-1,1,,,34.593481479204,135.79479721745,
838,E2920400031111,天理市立二階堂小学校,奈良県天理市二階堂南菅田町640-1,1,,,34.594591111593,135.79573048116,
839,E2920400032111,天理市立福住小中学校,奈良県天理市福住町1954-1,1,,,34.613328963025,135.9175458373,
840,E2920400033111,天理市立福住公民館,奈良県天理市福住町2025-1,1,,,34.61149927809,135.91566326303,
841,E2920400034111,旧天理市立福住中学校,奈良県天理市福住町2105,1,,,34.612814310513,135.91440787982,
842,E2920400035111,高原地域振興館,奈良県天理市福住町3902,1,,,34.608864932832,135.91128031191,
843,E2920400036111,旧天理市立福祉センター,奈良県天理市福住町4890,1,,,34.605649877075,135.90257961245,
844,E2920400037121,特別養護老人ホームやすらぎ園,奈良県天理市福住町5504,,,要配慮者,34.598299512126,135.90898329552,
845,E2920400038121,特別養護老人ホーム福住光明苑,奈良県天理市福住町6328,,,要配慮者,34.605013208946,135.91813332338,
846,E2920400039111,天理市立南中学校,奈良県天理市兵庫町336-2,1,,,34.571699817521,135.83449366171,
847,E2920400040111,天理市立山の辺小学校,奈良県天理市別所町380,1,,,34.60913219435,135.83734356124,
848,E2920400041111,天理市立東部公民館,奈良県天理市豊井町87,1,,,34.601930534615,135.85102070396,
849,E2920400042111,天理市立柳本公民館,奈良県天理市柳本町1127,1,,,34.559391113138,135.84372485365,
850,E2920400043111,天理市立柳本小学校,奈良県天理市柳本町1213,1,,,34.558859715737,135.84390439754,
851,E2920400044111,天理市トレイルセンター,奈良県天理市柳本町577-1,1,,,34.560274330292,135.84916459286,
852,E2920400045111,天理市障害者ふれあいセンター,奈良県天理市柳本町719,1,,,34.5606324727,135.84404444603,
853,E2920400046111,天理市立柳本幼稚園,奈良県天理市柳本町891-2,1,,,34.561332244854,135.83568990891,
854,E2920400047111,奈良県立添上高等学校,奈良県天理市櫟本町1532-2,1,,,34.620938236304,135.82315748134,
855,E2920400054111,天理市立櫟本北こども園,奈良県天理市櫟本町1765-1,1,,,34.622724,135.817863,
856,E2920400048111,天理市立櫟本幼稚園,奈良県天理市櫟本町2066,1,,,34.623149939497,135.82897105057,
857,E2920400049111,天理市立櫟本小学校,奈良県天理市櫟本町2426-1,1,,,34.620208716519,135.83088414394,
858,E2920400050111,天理市立櫟本公民館,奈良県天理市櫟本町2460-1,1,,,34.619774146095,135.83287008399,
859,E2936300001111,磯城野高等学校,奈良県田原本町258,1,,,34.555159782382,135.78786625202,
860,E2936300002111,田原本中学校,奈良県田原本町33,1,,,34.550905108361,135.79416523116,
861,E2936300003111,高等養護学校,奈良県田原本町宮森34-1,1,,,34.536950005623,135.79148033344,
862,E2936300004111,やすらぎ体育館,奈良県田原本町金剛寺58-2,1,,,34.552827574729,135.76974676465,
863,E2936300005111,北小学校,奈良県田原本町鍵155,1,,,34.566930593747,135.80057333921,
864,E2936300006111,北中学校,奈良県田原本町鍵71,1,,,34.565309341671,135.795445756,
865,E2936300007111,田原本青垣生涯センター,奈良県田原本町阪手233-1,1,,,34.557653666689,135.80227540476,
866,E2936300008111,田原本町社会福祉協議会,奈良県田原本町阪手336-1,1,,,34.556031015866,135.79773754889,
867,E2936300009111,田原本小学校,奈良県田原本町新町48,1,,,34.558379427493,135.7911883116,
868,E2936300010111,奈良県立教育研究所,奈良県田原本町秦庄22-1,1,,,34.539385075234,135.78984380795,
869,E2936300011111,南小学校,奈良県田原本町千代306,1,,,34.541124944459,135.79611630451,
870,E2936300012111,東小学校,奈良県田原本町大木1-1,1,,,34.548825700485,135.81432226359,
871,E2936300013111,中央体育館,奈良県田原本町平田46,1,,,34.556087862906,135.80970650981,
872,E2936300014111,平野小学校,奈良県田原本町平野62-3,1,,,34.549864072346,135.77405403991,
873,E2945300001111,伊豆尾なごみホール,奈良県東吉野村大字伊豆尾234,,,,34.415155032563,136.01823884864,
874,E2945300002112,光蔵寺,奈良県東吉野村大字伊豆尾544,,,,34.411375,136.01891,
875,E2945300003111,旧四郷小学校体育館,奈良県東吉野村大字三尾51-1,1,,,34.377016484792,135.99344124671,
876,E2945300004111,藏心寺,奈良県東吉野村大字三尾908,,,,34.380824021667,135.98973443386,
877,E2945300005111,三尾区民センター,奈良県東吉野村大字三尾92-1,,,,34.376491971454,135.99463242112,
878,E2945300006111,東吉野こども園,奈良県東吉野村大字小223,1,,,34.395850777443,135.97260679143,
879,E2945300007111,東吉野村奉仕活動リハビリセンター,奈良県東吉野村大字小670,1,,,34.392095355167,135.98173754802,
880,E2945300008111,小公民館,奈良県東吉野村大字小686,,,,34.391406050755,135.98026098632,
881,E2945300009111,天照寺,奈良県東吉野村大字小754,,,,34.392297804909,135.98272727892,
882,E2945300010111,小栗栖交流センター,奈良県東吉野村大字小栗栖115,,,,34.394770731663,135.96215945796,
883,E2945300011111,東禅寺,奈良県東吉野村大字小栗栖197,,,,34.396592105012,135.95913841317,
884,E2945300012111,東吉野中学校体育館,奈良県東吉野村大字小栗栖825,1,,,34.395877356927,135.9601746233,
885,E2945300013111,東吉野村中央公民館,奈良県東吉野村大字小川475,,,,34.401945714227,135.97185260304,
886,E2945300014111,宝泉寺,奈良県東吉野村大字小川588,,,,34.402345885236,135.97116642076,
887,E2945300015111,東吉野小学校体育館,奈良県東吉野村大字小川604,1,,,34.402797349241,135.97076408941,
888,E2945300016111,小川生活改善センター,奈良県東吉野村大字小川708,,,,34.404508594315,135.9699653703,
889,E2945300017111,東吉野村住民ホール,奈良県東吉野村大字小川99,1,,,34.403300643763,135.96845916789,
890,E2945300018111,天理教勢和分教会,奈良県東吉野村大字杉谷1320,,,,34.424228413982,136.04359375126,
891,E2945300019111,杉谷交流センター,奈良県東吉野村大字杉谷368-1,,,,34.419222126999,136.06175745439,
892,E2945300020111,汲泉寺,奈良県東吉野村大字大豆生343,,,,34.380467296556,136.01999279299,
893,E2945300021111,大豆生公民館,奈良県東吉野村大字大豆生503,,,,34.378128343562,136.01618118654,
894,E2945300022111,ふるさと村,奈良県東吉野村大字大豆生739,1,,,34.376363588144,136.01957769839,
895,E2945300023111,白馬寺,奈良県東吉野村大字瀧野503,,,,34.462777220595,136.05891141149,
896,E2945300024111,谷尻公民館,奈良県東吉野村大字谷尻259-1,,,,34.451933184566,136.0338404147,
897,E2945300025111,宝城院,奈良県東吉野村大字谷尻318,,,,34.446613068237,136.03143029347,
898,E2945300026111,東吉野村運動公園体育館,奈良県東吉野村大字中黒1222,1,,,34.380956575379,135.94226101277,
899,E2945300027111,中黒公民館,奈良県東吉野村大字中黒406,,,,34.393972877946,135.94815359534,
900,E2945300028111,興禅寺,奈良県東吉野村大字中黒414,,,,34.394706574939,135.94756890762,
901,E2945300029111,日裏区集会所,奈良県東吉野村大字日裏13,,,,34.400410604194,136.0261672311,
902,E2945300030111,明光寺,奈良県東吉野村大字萩原43,,,,34.414888934066,135.99965830896,
903,E2945300031111,平野公民館,奈良県東吉野村大字平野896,1,,,34.439456838255,136.0596514925,
904,E2945300032111,福円寺,奈良県東吉野村大字平野977,,,,34.439077688761,136.05833795538,
905,E2945300046121,あいの家多機能ホームサテライト,奈良県東吉野村大字木津163,,,要配慮者等,34.42397,136.034414,
906,E2945300033111,木津ふれあいセンター,奈良県東吉野村大字木津298,,,,34.423673534435,136.03214868196,
907,E2945300034111,旧高見小学校体育館,奈良県東吉野村大字木津319,1,,,34.423149332881,136.03086331628,
908,E2945300045121,あいの家多機能ホーム,奈良県東吉野村大字木津81-1,,,要配慮者等,34.422638,136.038603,
909,E2945300035111,円覚寺,奈良県東吉野村大字木津川304,,,,34.398152538826,135.99238898339,
910,E2945300036111,木津川交流センター,奈良県東吉野村大字木津川311,,,,34.400325067017,135.99431775868,
911,E2945300038111,龍泉寺,奈良県東吉野村大字鷲家256,,,,34.423158227315,135.99361806473,
912,E2945300039112,鷲家集会センター,奈良県東吉野村大字鷲家95,1,,,34.423083,135.98885,
913,E2945300040111,狭戸区集会所,奈良県東吉野村大字狹戸373,,,,34.376959082451,135.99973749102,
914,E2945300040112,厳泉寺,奈良県東吉野村大字狹戸373,,,,34.377171600845,135.99974285543,
915,E2945300041111,龍淵寺,奈良県東吉野村大字麥谷163,,,,34.370565568664,136.02917741715,
916,E2945300042111,麦谷公民館,奈良県東吉野村大字麥谷211,,,,34.369144229563,136.0283566612,
917,E2945300043111,禅昌寺,奈良県東吉野村大字麥谷586,,,,34.378375861554,136.040018906,
918,E2945300044111,大又生活改善センター,奈良県東吉野村大字麥谷909-1,,,,34.375900909925,136.02730523527,
919,E2920100001111,あやめ池小学校,奈良県奈良市あやめ池南9-939-39,1,,,34.69276574525,135.75797275055,
920,E2920100002111,近畿大学附属小学校,奈良県奈良市あやめ池北1-33-3,1,,,34.699388864896,135.7618928601,
921,E2920100003111,南人権文化センター,奈良県奈良市杏町401-1,1,,,34.66140135,135.8005511,
922,E2920100004111,北部会館（市民文化ホール）,奈良県奈良市右京1-1-4,1,,,34.721902601292,135.79120363789,
923,E2920100007111,右京コミュニティスポーツ会館,奈良県奈良市右京4-11-1,1,,,34.72167293,135.7864337,
924,E2920100009111,横井児童館,奈良県奈良市横井5-337-2,1,,,34.65071666,135.8301141,
925,E2920100010111,田原小学校,奈良県奈良市横田町199-1,1,,,34.659376690714,135.91129350132,
926,E2920100011111,田原中学校,奈良県奈良市横田町295-1,1,,,34.659855443507,135.912328834,
927,E2920100012111,興東公民館狭川分館,奈良県奈良市下狭川町3109-2,1,,,34.73504709,135.912975,
928,E2920100013111,二名公民館,奈良県奈良市学園赤松町3684,1,,,34.705229308086,135.73812545585,
929,E2920100014111,私立帝塚山大学（学園前キャンパス）,奈良県奈良市学園南3-1-3,1,,,34.695628862254,135.75036623567,
930,E2920100015112,西部会館（市民ホール）,奈良県奈良市学園南3-1-5,1,,,34.6967253,135.7502511,
931,E2920100015111,西部公民館,奈良県奈良市学園南3-1-5,1,,,34.69663629,135.7502448,
932,E2920100016111,飛鳥小学校,奈良県奈良市紀寺町785,1,,,34.67500639,135.8359357,
933,E2920100017111,飛鳥公民館,奈良県奈良市紀寺町984,1,,,34.67579699646,135.83533847757,
934,E2920100018111,興隆寺町公民館,奈良県奈良市興隆寺町356-2,1,,,34.62612409483,135.87618359804,
935,E2920100019111,月ヶ瀬小中学校及び月ヶ瀬体育館,奈良県奈良市月ヶ瀬尾山2551,1,,,34.711220780861,136.04391141666,
936,E2920100019112,月ヶ瀬小中学校及び月ヶ瀬体育館,奈良県奈良市月ヶ瀬尾山2551,1,,,34.711220780861,136.04391141666,
937,E2920100194111,月ヶ瀬公民館,奈良県奈良市月ヶ瀬尾山2815,,,,34.71032079,136.0443247,
938,E2920100021111,東人権文化センター,奈良県奈良市古市町1226,1,,,34.663345,135.83472,
939,E2920100022111,古市児童館,奈良県奈良市古市町1263,1,,,34.66150937711,135.83476809391,
940,E2920100023111,東市小学校,奈良県奈良市古市町268,1,,,34.65612446,135.8419301,
941,E2920100025111,都跡公民館,奈良県奈良市五条町204-1,1,,,34.675095545512,135.78913372189,
942,E2920100026111,奈良教育大学,奈良県奈良市高畑町,1,,,34.674549545554,135.84256296624,
943,E2920100027111,飛鳥中学校,奈良県奈良市高畑町1475-1,1,,,34.67537561,135.8491484,
944,E2920100028111,南部公民館精華分館,奈良県奈良市高樋町640-1,1,,,34.63331181,135.8537978,
945,E2920100032111,佐保台小学校,奈良県奈良市佐保台3-902-341,1,,,34.71006304,135.8166795,
946,E2920100033111,左京小学校,奈良県奈良市左京3-1-1,1,,,34.71399619,135.8058945,
947,E2920100034111,鼓阪小学校,奈良県奈良市雑司町97,1,,,34.69236708,135.8359525,
948,E2920100035111,富雄中学校,奈良県奈良市三碓2-3-12,1,,,34.689625057105,135.73599008101,
949,E2920100036111,育英西中学校・高等学校,奈良県奈良市三松4-637-1,1,,,34.702895005536,135.72808166782,
950,E2920100037111,奈良女子高等学校,奈良県奈良市三条宮前町3-6,1,,,34.681500971162,135.81482531943,
951,E2920100038111,なら１００年会館,奈良県奈良市三条宮前町7-1,1,,,34.68028592002,135.8166214451,
952,E2920100039111,三笠中学校,奈良県奈良市三条川西町3-1,1,,,34.680159370368,135.80633683106,
953,E2920100040111,南部公民館,奈良県奈良市山町27-1,1,,,34.64375013,135.8287365,
954,E2920100041111,関西文化芸術高等学校,奈良県奈良市山陵町1179,1,,,34.711513342229,135.78686156067,
955,E2920100042111,学校法人東大寺学園,奈良県奈良市山陵町1375,1,,,34.712921454992,135.78886398445,
956,E2920100043111,学校法人奈良大学,奈良県奈良市山陵町1500,1,,,34.714958914592,135.78351279364,
957,E2920100044111,都跡小学校,奈良県奈良市四条大路5-6-1,1,,,34.68057213,135.7882397,
958,E2920100045111,大安寺西地域ふれあい会館,奈良県奈良市四条大路南町1-22,1,,,34.677078045948,135.80653616506,
959,E2920100046111,奈良佐保短期大学,奈良県奈良市鹿野園町806,1,,,34.663951852406,135.84437038128,
960,E2920100047111,県立奈良東養護学校（体育館）,奈良県奈良市七条2-670,1,,,34.664234372514,135.77777008829,
961,E2920100048111,県立奈良養護学校（体育館）,奈良県奈良市七条町135,1,,,34.662670365536,135.7910326455,
962,E2920100049111,帯解小学校,奈良県奈良市柴屋町9,1,,,34.64474334,135.829,
963,E2920100050111,県立奈良高等学校,奈良県奈良市朱雀2-11,1,,,34.71932979548,135.79376517029,
964,E2920100052111,朱雀小学校,奈良県奈良市朱雀6-10-1,1,,,34.716189777145,135.79799749007,
965,E2920100053111,平城東中学校,奈良県奈良市朱雀6-11,1,,,34.71547528224,135.79996098412,
966,E2920100054111,平城東公民館,奈良県奈良市朱雀6-9-1,1,,,34.71603493,135.7972643,
967,E2920100055111,平城中学校,奈良県奈良市秋篠町1333,1,,,34.709008928011,135.77371654596,
968,E2920100056111,平城小学校,奈良県奈良市秋篠町1394,1,,,34.710994366471,135.77830296263,
969,E2920100057111,平城公民館,奈良県奈良市秋篠町1468,1,,,34.70621243,135.7776193,
970,E2920100058111,私立奈良大学附属高等学校,奈良県奈良市秋篠町50,1,,,34.707629761633,135.78046475915,
971,E2920100059111,中部公民館,奈良県奈良市上三条町23-4,1,,,34.682271855376,135.8258327758,
972,E2920100060112,ならやま小学校,奈良県奈良市神功2-1,1,,,34.719524,135.781097,
973,E2920100060111,ならやま中学校,奈良県奈良市神功2-1,1,,,34.71966828,135.7803715,
974,E2920100061112,ならやま小学校,奈良県奈良市神功2-2,1,,,34.719524,135.781097,
975,E2920100062111,平城西公民館,奈良県奈良市神功4-25,1,,,34.720632,135.777422,
976,E2920100195111,（旧）六郷小学校,奈良県奈良市針ヶ別所町820,1,,,34.62522636,135.9719169,
977,E2920100064111,都祁公民館,奈良県奈良市針町2191,1,,,34.612653590303,135.95584703422,
978,E2920100065111,都祁中学校,奈良県奈良市針町2554,1,,,34.606498487033,135.95421224536,
979,E2920100066111,興東小学校,奈良県奈良市須川町1424,1,,,34.717391349228,135.91190561656,
980,E2920100067111,東里地域ふれあい会館,奈良県奈良市須川町776,1,,,34.716261140732,135.91023333377,
981,E2920100068111,（旧）水間小学校,奈良県奈良市水間町450-2,1,,,34.67177334,135.9451116,
982,E2920100070111,伏見小学校,奈良県奈良市菅原町370,1,,,34.68791873,135.7745579,
983,E2920100071111,辰市小学校,奈良県奈良市西九条町1-7-1,1,,,34.65903398,135.8068453,
984,E2920100197111,三碓小学校,奈良県奈良市西千代ヶ丘1-20-9,1,,,34.68344401,135.7416389,
985,E2920100073111,西大寺北小学校,奈良県奈良市西大寺赤田町1-6-1,1,,,34.699136337815,135.77332449702,
986,E2920100074111,西大寺北地域ふれあい会館,奈良県奈良市西大寺東町1-1-15,1,,,34.69618856587,135.78355458658,
987,E2920100076111,伏見中学校,奈良県奈良市西大寺野神町1-6-1,1,,,34.695914822856,135.77401997387,
988,E2920100198111,登美ヶ丘小学校,奈良県奈良市西登美ヶ丘4-21-1,1,,,34.71983448812,135.73933673924,
989,E2920100078111,（旧）男女共同参画センター,奈良県奈良市西之阪町12,1,,,34.683279286556,135.82252084341,
990,E2920100079111,大宮児童館,奈良県奈良市西之阪町5-1,1,,,34.6826266,135.8225941,
991,E2920100080111,済美小学校,奈良県奈良市西木辻町5-2,1,,,34.67497878,135.8237695,
992,E2920100081111,春日中学校,奈良県奈良市西木辻町67,1,,,34.67363619046,135.82013337863,
993,E2920100083111,鼓阪北小学校,奈良県奈良市青山9-3-1,1,,,34.70868597,135.8374715,
994,E2920100084111,伏見公民館,奈良県奈良市青野町2-13-4,1,,,34.689489391208,135.7741467119,
995,E2920100085111,北人権文化センター,奈良県奈良市川上町418-1,1,,,34.696255407032,135.83704643567,
996,E2920100086111,東之阪児童館,奈良県奈良市川上町461-1,1,,,34.69689026,135.8360158,
997,E2920100087111,若草公民館,奈良県奈良市川上町575,1,,,34.69254027,135.8324171,
998,E2920100088111,公立大学法人奈良県立大学,奈良県奈良市船橋町10,1,,,34.687553237717,135.8210246693,
999,E2920100089111,大安寺小学校,奈良県奈良市大安寺2-15-1,1,,,34.66886173,135.81146,
1000,E2920100090111,大安寺西小学校,奈良県奈良市大安寺西1-342,1,,,34.674170058098,135.80565912301,
1001,E2920100091111,大宮小学校,奈良県奈良市大宮町4-223-1,1,,,34.68372113,135.8111499,
1002,E2920100092111,三笠公民館,奈良県奈良市大宮町4-313-3,1,,,34.6829478684,135.8086739236,
1003,E2920100093111,興東公民館大平尾分館,奈良県奈良市大平尾町471,1,,,34.682932553613,135.92651157952,
1004,E2920100094111,興東公民館,奈良県奈良市大柳生町3633,1,,,34.70731613,135.9289142,
1005,E2920100095111,（旧）興東中学校,奈良県奈良市大柳生町4736,1,,,34.716251714597,135.92221191153,
1006,E2920100096111,興東館柳生中学校,奈良県奈良市大柳生町832,1,,,34.712797287061,135.93390383217,
1007,E2920100098111,柳生地域ふれあい会館,奈良県奈良市丹生町847,1,,,34.69654833,135.9666433,
1008,E2920100099111,登美ヶ丘南公民館,奈良県奈良市中山町西2-921-1,1,,,34.71314654,135.7546335,
1009,E2920100100111,近畿大学農学部,奈良県奈良市中町3327-204,1,,,34.672103117293,135.73204401321,
1010,E2920100101111,富雄南小学校,奈良県奈良市中町4185,1,,,34.674500281294,135.74948388475,
1011,E2920100102111,富雄南公民館,奈良県奈良市中町501-3,1,,,34.67859221,135.7504538,
1012,E2920100199111,登美ヶ丘公民館,奈良県奈良市中登美ヶ丘3-4162-81,1,,,34.7197633,135.7485647,
1013,E2920100106111,中畑町公民館,奈良県奈良市中畑町1276,1,,,34.625772189417,135.88807346461,
1014,E2920100107111,富雄公民館,奈良県奈良市鳥見町2-9,1,,,34.68926653,135.7268453,
1015,E2920100108111,鳥見小学校,奈良県奈良市鳥見町3-11-2,1,,,34.695184307134,135.72513799421,
1016,E2920100109111,椿井小学校,奈良県奈良市椿井町25,1,,,34.68055564,135.8282022,
1017,E2920100110111,鶴舞小学校,奈良県奈良市鶴舞東町2-1,1,,,34.70646741,135.7529905,
1018,E2920100111111,私立帝塚山大学（東生駒キャンパス）,奈良県奈良市帝塚山7-1-1,1,,,34.686250870093,135.72243208465,
1019,E2920100112111,県立奈良西養護学校（体育館）,奈良県奈良市帝塚山西2-1-1,1,,,34.679379477276,135.72534895137,
1020,E2920100113111,富雄第三小中学校,奈良県奈良市帝塚山南2-11-1,1,,,34.67566405,135.7327871,
1021,E2920100115111,（旧）吐山小学校,奈良県奈良市都祁吐山町3939,1,,,34.57405055,135.9651165,
1022,E2920100116111,都祁小学校,奈良県奈良市都祁白石町974,1,,,34.60478119,135.9589696,
1023,E2920100117111,県立山辺高等学校,奈良県奈良市都祁友田町937,1,,,34.596391447434,135.9380630992,
1024,E2920100118111,奈良女子大学附属中等教育学校,奈良県奈良市東紀寺町1-60-1,1,,,34.673293014526,135.83763224437,
1025,E2920100119111,ならまちセンター（市民文化ホール）,奈良県奈良市東寺林町38,1,,,34.679900034875,135.83140372089,
1026,E2920100200111,登美ヶ丘中学校,奈良県奈良市東登美ヶ丘3-1059,1,,,34.71366843,135.7619975,
1027,E2920100201111,東登美ヶ丘小学校,奈良県奈良市東登美ヶ丘4-21-33,1,,,34.72045364,135.7562803,
1028,E2920100123111,富雄南中学校,奈良県奈良市藤ノ木台1-5-13,1,,,34.681994469915,135.75324661739,
1029,E2920100124111,都南中学校,奈良県奈良市南永井町98-1,1,,,34.648677350872,135.82392351934,
1030,E2920100125111,春日公民館,奈良県奈良市南京終町1-86-1,1,,,34.67191000364,135.82249373305,
1031,E2920100126111,済美南小学校,奈良県奈良市南京終町676,1,,,34.66409237935,135.82146247151,
1032,E2920100127111,二名中学校,奈良県奈良市二名1-3667-2,1,,,34.706314918081,135.73777343005,
1033,E2920100128111,二名小学校,奈良県奈良市二名1-3716-1,1,,,34.70813737,135.7372089,
1034,E2920100130111,県立国際中学校・高等学校,奈良県奈良市二名町1944-12,1,,,34.720832621581,135.74202893379,
1035,E2920100131111,（旧）大柳生幼稚園,奈良県奈良市忍辱山町1303,1,,,34.695723164292,135.91643193353,
1036,E2920100132111,都跡中学校,奈良県奈良市柏木町13,1,,,34.676384631574,135.79595639368,
1037,E2920100133111,県立奈良商工高等学校,奈良県奈良市柏木町248,1,,,34.669095006443,135.79662575826,
1038,E2920100135111,県立高円芸術高等学校,奈良県奈良市白毫寺町633,1,,,34.668311781708,135.84628486557,
1039,E2920100136111,中人権・コミュニティセンター,奈良県奈良市畑中町4-4,1,,,34.686921817057,135.82017573313,
1040,E2920100137111,奈良市消防局第２庁舎,奈良県奈良市八条5-404-1,1,,,34.669423450306,135.80149009672,
1041,E2920100138111,奈良女子大学附属小学校,奈良県奈良市百楽園1-7-28,1,,,34.698764043997,135.74656860449,
1042,E2920100139111,青和小学校,奈良県奈良市百楽園4-1-1,1,,,34.70031307,135.7431163,
1043,E2920100140111,富雄北小学校,奈良県奈良市富雄北1-13-6,1,,,34.69714717,135.7328044,
1044,E2920100141111,京西中学校,奈良県奈良市平松4-3-1,1,,,34.674356117961,135.7762102952,
1045,E2920100142111,米谷町集会所,奈良県奈良市米谷町566-1,1,,,34.617926879703,135.88050772727,
1046,E2920100144111,伏見南小学校,奈良県奈良市宝来5-2-1,1,,,34.68062579446,135.77012129739,
1047,E2920100145111,一条高等学校及び附属中学校,奈良県奈良市法華寺町1351,1,,,34.69259456,135.8109896,
1048,E2920100146111,学校法人奈良育英学園（中学校・高等学校）,奈良県奈良市法蓮町1000,1,,,34.690953602378,135.8243912404,
1049,E2920100147111,若草中学校,奈良県奈良市法蓮町1416-1,1,,,34.695113955134,135.83152057241,
1050,E2920100148111,奈良教育大学附属中学校,奈良県奈良市法蓮町2058-2,1,,,34.697052607969,135.81701502314,
1051,E2920100149111,佐保川小学校,奈良県奈良市法蓮町229-1,1,,,34.68857164,135.8154905,
1052,E2920100150111,佐保小学校,奈良県奈良市法蓮町280-1,1,,,34.69113669,135.8208014,
1053,E2920100151111,明治小学校,奈良県奈良市北永井町414,1,,,34.65627824,135.8224401,
1054,E2920100152111,奈良女子大学,奈良県奈良市北魚屋東町,1,,,34.688280206829,135.82811998015,
1055,E2920100153111,北椿尾町集会所,奈良県奈良市北椿尾町659,1,,,34.631486569356,135.86758442046,
1056,E2920100202111,登美ヶ丘北中学校,奈良県奈良市北登美ヶ丘1-1-1,,,,34.723469046464,135.75292776835,
1057,E2920100156111,柳生小学校,奈良県奈良市柳生下町138,1,,,34.7381467,135.9512112,
1058,E2920100157111,（旧）柳生中学校,奈良県奈良市柳生町212-2,1,,,34.731062205501,135.95193927116,
1059,E2920100158111,柳生公民館,奈良県奈良市柳生町340,1,,,34.728173892384,135.95298733465,
1060,E2920100159111,柳生公民館邑地分館,奈良県奈良市邑地町451-4,1,,,34.71631042,135.9791433,
1061,E2920100160111,六条小学校,奈良県奈良市六条2-14-1,1,,,34.670714553308,135.77153208151,
1062,E2920100161111,京西公民館,奈良県奈良市六条西1-3-43-2,1,,,34.67196403,135.7709684,
1063,E2920100162111,奈良県立大学附属高等学校,奈良県奈良市六条西3-24-1,1,,,34.668131022958,135.76738177018,
1064,E2920100163111,田原公民館,奈良県奈良市茗荷町1078-1,1,,,34.657095,135.907699,
1065,E2920100164111,（旧）並松小学校,奈良県奈良市藺生町1894,1,,,34.59373268,135.9418365,
1066,E2934400001111,斑鳩町あわ保育園,奈良県斑鳩町阿波3-5-33,1,,,34.601459410174,135.7418226816,
1067,E2934400002111,いかるがホール,奈良県斑鳩町興留10-6-43,1,,,34.596787663276,135.73803961489,
1068,E2934400003111,斑鳩町立斑鳩東公民館,奈良県斑鳩町興留5-5-28,1,,,34.604826916614,135.73808848359,
1069,E2934400004111,斑鳩町立斑鳩東幼稚園,奈良県斑鳩町興留東1-1-16,1,,,34.60919266652,135.74147156519,
1070,E2934400005111,奈良県立法隆寺国際高等学校,奈良県斑鳩町高安2-1-1,1,,,34.609815747026,135.74879046671,
1071,E2934400006121,斑鳩町総合保健福祉会館（生き生きプラザ斑鳩）,奈良県斑鳩町小吉田1-12-35,1,,要配慮者,34.602389851688,135.72648702965,
